"(Server Name, Domain)",Servers known in domain
"('a.root-servers.net', 'mn')","{'ns3.magic.mn.', 'a2.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'ns1.magic.mn.', 'b0.cctld.afilias-nst.org.', 'ns4.magic.mn.', 'ns2.magic.mn.'}"
"('h.root-servers.net', 'site')","{'a.nic.site.', 'd.nic.site.', 'b.nic.site.', 'c.nic.site.'}"
"('c.au.', 'net.au')","{'q.au.', 's.au.', 't.au.', 'r.au.'}"
"('y.ns.se.', 'se')","{'i.ns.se.', 'a.ns.se.', 'j.ns.se.', 'c.ns.se.', 'y.ns.se.', 'g.ns.se.', 'z.ns.se.', 'f.ns.se.', 'b.ns.se.', 'x.ns.se.'}"
"('b0.info.afilias-nst.org.', 'info')","{'b0.info.afilias-nst.org.', 'b2.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'c0.info.afilias-nst.info.', 'a2.info.afilias-nst.info.', 'a0.info.afilias-nst.info.'}"
"('k.root-servers.net', 'kz')","{'ns1.nic.kz.', 'ns.nic.kz.'}"
"('pdns1.ultradns.net.', 'ssl-images-amazon.com')","{'ns3.p31.dynect.net.', 'ns1.p31.dynect.net.', 'pdns6.ultradns.co.uk.', 'ns4.p31.dynect.net.', 'ns2.p31.dynect.net.', 'pdns1.ultradns.net.'}"
"('ns5.dns.nic.club.', 'club')","{'ns1.dns.nic.club.', 'ns4.dns.nic.club.', 'ns3.dns.nic.club.', 'ns6.dns.nic.club.', 'ns2.dns.nic.club.', 'ns5.dns.nic.club.'}"
"('f.root-servers.net', 'se')","{'i.ns.se.', 'a.ns.se.', 'j.ns.se.', 'c.ns.se.', 'y.ns.se.', 'g.ns.se.', 'z.ns.se.', 'f.ns.se.', 'b.ns.se.', 'x.ns.se.'}"
"('sava.utic.net.ba.', 'ba')","{'auth03.ns.uu.net.', 'ns.ba.', 'sava.utic.net.ba.', 'una.utic.net.ba.', 'ba.anycastdns.cz.', 'munnari.oz.au.'}"
"('ns4.dns.nic.moe.', 'moe')","{'ns5.dns.nic.moe.', 'ns3.dns.nic.moe.', 'ns6.dns.nic.moe.', 'ns4.dns.nic.moe.', 'ns1.dns.nic.moe.', 'ns2.dns.nic.moe.'}"
"('g.dns.cn.', 'net.cn')","{'cns.cernet.net.', 'd.dns.cn.', 'b.dns.cn.', 'e.dns.cn.', 'f.dns.cn.', 'g.dns.cn.', 'c.dns.cn.', 'a.dns.cn.'}"
"('c.dns.ar.', 'ar')","{'e.dns.ar.', 'd.dns.ar.', 'ar.cctld.authdns.ripe.net.', 'ns2.switch.ch.', 'b.dns.ar.', 'a.dns.ar.', 'c.dns.ar.'}"
"('u.hkirc.net.hk.', 'hk')","{'w.hkirc.net.hk.', 'v.hkirc.net.hk.', 'z.hkirc.net.hk.', 'd.hkirc.net.hk.', 'y.hkirc.net.hk.', 't.hkirc.net.hk.', 'u.hkirc.net.hk.', 'c.hkirc.net.hk.', 'x.hkirc.net.hk.'}"
"('nsp-anycast.cmc.iq.', 'iq')","{'nsp-anycast.cmc.iq.', 'dyn2.cmc.iq.', 'ns1.cmc.iq.', 'dyn1.cmc.iq.', 'sns-pb.isc.org.'}"
"('c.root-servers.net', 'hu')","{'ns2.nic.fr.', 'd.hu.', 'b.hu.', 'e.hu.', 'c.hu.', 'a.hu.', 'ns-com.nic.hu.'}"
"('u.dns.py.', 'com.py')","{'p.dns.py.', 'l.dns.py.', 'c.dns.py.', 'u.dns.py.', 'b.dns.py.', 'm.dns.py.'}"
"('c.gtld-servers.net.', 'elpais.com')","{'a13-67.akam.net.', 'a8-66.akam.net.', 'a1-173.akam.net.', 'a10-66.akam.net.', 'a28-64.akam.net.', 'a5-65.akam.net.'}"
"('sec-dns-b.rotld.ro.', 'ro')","{'sec-dns-b.rotld.ro.', 'sec-dns-a.rotld.ro.', 'primary.rotld.ro.', 'dns-ro.denic.de.', 'dns-at.rotld.ro.', 'sns-pb.isc.org.'}"
"('g-dns.pl.', 'com.pl')","{'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'i-dns.pl.', 'e-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.'}"
"('e.root-servers.net', 'at')","{'j.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'u.ns.at.', 'ns9.univie.ac.at.', 'd.ns.at.', 'ns1.univie.ac.at.', 'n.ns.at.'}"
"('e.dns.jp.', 'go.jp')",{'z.dns.jp.'}
"('auth03.ns.uu.net.', 'ac.uk')","{'auth03.ns.uu.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'ns0.ja.net.', 'ns2.ja.net.'}"
"('a.nic.uy.', 'uy')","{'a.nic.uy.', 'ns1.anteldata.com.uy.', 'ns.dns.br.', 'ns2.anteldata.com.uy.', 'd.nic.uy.', 'sns-pb.isc.org.', 'ns3.nic.mx.', 'b.nic.uy.'}"
"('c0.nic.sh.', 'sh')","{'c0.nic.sh.', 'a2.nic.sh.', 'ns-a3.sh.', 'b0.nic.sh.', 'ns-a1.sh.', 'a0.nic.sh.'}"
"('h.root-servers.net', 'ir')","{'ns5.univie.ac.at.', 'a.nic.ir.', 'b.nic.ir.', 'ir.cctld.authdns.ripe.net.'}"
"('ns4.dns.net.nz.', 'nz')","{'ns7.dns.net.nz.', 'ns4.dns.net.nz.', 'ns6.dns.net.nz.', 'ns3.dns.net.nz.', 'ns2.dns.net.nz.', 'ns1.dns.net.nz.', 'ns5.dns.net.nz.'}"
"('sns-pb.isc.org.', 'ae')","{'nsext-pch.aedns.ae.', 'sec3.apnic.net.', 'ns2.aedns.ae.', 'ns1.aedns.ae.', 'sns-pb.isc.org.'}"
"('i.fi.', 'fi')","{'e.FI.', 'c.FI.', 'b.FI.', 'd.FI.', 'f.FI.', 'a.FI.', 'g.FI.', 'h.FI.', 'i.FI.'}"
"('sab.isnic.is.', 'is')","{'sunic.sunet.se.', 'isgate.is.', 'durinn.rhnet.is.', 'bes.isnic.is.', 'sns-pb.isc.org.', 'sab.isnic.is.'}"
"('d.root-servers.net', 'sa')","{'sa1.dnsnode.net.', 'ns1.isu.net.sa.', 'ns1.nic.net.sa.', 'ns2.nic.net.sa.', 's.nic.net.sa.', 'sa-ns.anycast.pch.net.', 's2.nic.net.sa.'}"
"('d.dns.tw.', 'gov.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'e.twnic.net.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'f.twnic.net.tw.'}"
"('ns1.dns.net.nz.', 'ac.nz')","{'ns7.dns.net.nz.', 'ns4.dns.net.nz.', 'ns6.dns.net.nz.', 'ns3.dns.net.nz.', 'ns2.dns.net.nz.', 'ns5.dns.net.nz.', 'ns1.dns.net.nz.'}"
"('j.root-servers.net', 'fo')","{'d.nic.fo.', 'c.nic.fo.', 'b.nic.fo.', 'a.nic.fo.'}"
"('g.root-servers.net', 'party')","{'ns3.dns.nic.party.', 'ns5.dns.nic.party.', 'ns4.dns.nic.party.', 'ns6.dns.nic.party.', 'ns2.dns.nic.party.', 'ns1.dns.nic.party.'}"
"('cynic6.dns.cy.', 'ac.cy')","{'ns1.ucy.ac.cy.', 'cynic6.dns.cy.', 'estia.ics.forth.gr.', 'ns02.savvis.net.', 'ns2.ucy.ac.cy.', 'cy-ns.anycast.pch.net.', 'cynic.dns.cy.', 'cynic4.dns.cy.', 'ns4.apnic.net.'}"
"('a.root-servers.net', 'museum')","{'d.nic.fr.', 'g.ext.nic.fr.', 'f.ext.nic.fr.'}"
"('b.root-servers.net', 'football')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('ns1.isu.net.sa.', 'edu.sa')","{'sa1.dnsnode.net.', 'ns1.isu.net.sa.', 'ns1.nic.net.sa.', 'ns2.nic.net.sa.', 's.nic.net.sa.', 'sa-ns.anycast.pch.net.', 's2.nic.net.sa.'}"
"('d.gtld-servers.net.', 'iqilu.com')","{'ns5.iqilu.com.', 'ns4.iqilu.com.'}"
"('l.gtld-servers.net.', 'forumcrea.com')","{'b.dns.gandi.net.', 'a.dns.gandi.net.', 'c.dns.gandi.net.'}"
"('a.root-servers.net', 'fun')","{'d.nic.fun.', 'b.nic.fun.', 'c.nic.fun.', 'a.nic.fun.'}"
"('i.root-servers.net', 'cn')","{'ns.cernet.net.', 'd.dns.cn.', 'b.dns.cn.', 'e.dns.cn.', 'g.dns.cn.', 'f.dns.cn.', 'c.dns.cn.', 'a.dns.cn.'}"
"('d.twnic.net.tw.', 'com.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'e.twnic.net.tw.', 'anytld.apnic.net.', 'i.dns.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'h.dns.tw.', 'f.twnic.net.tw.'}"
"('m.root-servers.net', 'lt')","{'b.tld.lt.', 'e.tld.lt.', 'a.tld.lt.', 'd.tld.lt.', 'f.tld.lt.', 'c.tld.lt.'}"
"('e.root-servers.net', 'ae')","{'ns2.aedns.ae.', 'sec3.apnic.net.', 'ns1.aedns.ae.', 'nsext-pch.aedns.ae.', 'sns-pb.isc.org.'}"
"('i.gtld-servers.net.', 'qq.com')","{'ns1.qq.com.', 'ns2.qq.com.', 'ns3.qq.com.', 'ns4.qq.com.'}"
"('dsany2.sgnic.sg.', 'com.sg')","{'dsany3.sgnic.sg.', 'dsany2.sgnic.sg.', 'sg-ns.anycast.pch.net.', 'ns2.cuhk.edu.hk.', 'dsany.sgnic.sg.'}"
"('ns3.magic.mn.', 'mn')","{'ns3.magic.mn.', 'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'ns1.magic.mn.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.', 'ns4.magic.mn.', 'ns2.magic.mn.'}"
"('a.gtld-servers.net.', 'net')","{'e.gtld-servers.net.', 'c.gtld-servers.net.', 'd.gtld-servers.net.', 'k.gtld-servers.net.', 'l.gtld-servers.net.', 'j.gtld-servers.net.', 'h.gtld-servers.net.', 'g.gtld-servers.net.', 'i.gtld-servers.net.', 'a.gtld-servers.net.', 'm.gtld-servers.net.', 'b.gtld-servers.net.', 'f.gtld-servers.net.'}"
"('a.gtld-servers.net.', 'forumcrea.com')","{'b.dns.gandi.net.', 'a.dns.gandi.net.', 'c.dns.gandi.net.'}"
"('a.root-servers.net', 'ni')","{'ns.cr.', 'ns.uu.net.', 'ns.ideay.net.ni.', 'ns2.ni.', 'ns.ibw.com.ni.', 'ns.ni.', 'ns.tmx.com.ni.'}"
"('ns-my.nic.fr.', 'my')","{'ns-my.nic.fr.', 'a1.mynic.my.', 'a.mynic.net.my.', 'ns2.cuhk.edu.hk.', 'ns30.cdns.net.'}"
"('g.nic.ch.', 'ch')","{'f.nic.ch.', 'b.nic.ch.', 'c.nic.ch.', 'g.nic.ch.', 'e.nic.ch.', 'a.nic.ch.', 'h.nic.ch.', 'd.nic.ch.'}"
"('j.root-servers.net', 'ht')","{'charles.cdec.polymtl.ca.', 'ns.cocca.fr.', 'ht-ns.anycast.pch.net.', 'ns3.nic.fr.'}"
"('l.edu-servers.net.', 'edu')","{'d.edu-servers.net.', 'a.edu-servers.net.', 'c.edu-servers.net.', 'l.edu-servers.net.', 'f.edu-servers.net.', 'g.edu-servers.net.'}"
"('e.root-servers.net', 'af')","{'ns.anycast.nic.af.', 'ns.cocca.fr.', 'ns.coccaregistry.org.'}"
"('f.root-servers.net', 'va')","{'osiris.namex.it.', 'seth.namex.it.', 'dns.nic.it.', 'john.vatican.va.', 'michael.vatican.va.', 'va.cctld.authdns.ripe.net.'}"
"('k.root-servers.net', 'pro')","{'b0.pro.afilias-nst.org.', 'd0.pro.afilias-nst.org.', 'a0.pro.afilias-nst.info.', 'a2.pro.afilias-nst.info.', 'b2.pro.afilias-nst.org.', 'c0.pro.afilias-nst.info.'}"
"('d.dns.cn.', 'gmw.cn')","{'dns1.zdnscloud.info.', 'cns1.zdnscloud.net.'}"
"('a.dns.br.', 'com.br')","{'a.dns.br.', 'd.dns.br.', 'f.dns.br.', 'b.dns.br.', 'c.dns.br.', 'e.dns.br.'}"
"('a.nic.dk.', 'dk')","{'b.nic.dk.', 'p.nic.dk.', 'c.nic.dk.', 's.nic.dk.', 'l.nic.dk.', 'a.nic.dk.'}"
"('j.root-servers.net', 'mn')","{'ns3.magic.mn.', 'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'ns1.magic.mn.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.', 'ns4.magic.mn.', 'ns2.magic.mn.'}"
"('e.gtld-servers.net.', 'stackexchange.com')","{'ns-cloud-d1.googledomains.com.', 'ns-925.awsdns-51.net.', 'ns-1029.awsdns-00.org.', 'ns-cloud-d2.googledomains.com.'}"
"('h.root-servers.net', 'pro')","{'b0.pro.afilias-nst.org.', 'd0.pro.afilias-nst.org.', 'a0.pro.afilias-nst.info.', 'a2.pro.afilias-nst.info.', 'b2.pro.afilias-nst.org.', 'c0.pro.afilias-nst.info.'}"
"('y.iana-servers.net.', 'esa.int')","{'dns2.esa.int.', 'dns1.esa.int.', 'dns4.esa.int.', 'dns5.esa.int.', 'dns3.esa.int.', 'dns6.esa.int.'}"
"('c.gtld-servers.net.', 'stackexchange.com')","{'ns-cloud-d1.googledomains.com.', 'ns-925.awsdns-51.net.', 'ns-1029.awsdns-00.org.', 'ns-cloud-d2.googledomains.com.'}"
"('lns5.nic.tr.', 'net.tr')","{'lns42.nic.tr.', 'lns41.nic.tr.', 'lns22.nic.tr.', 'lns21.nic.tr.', 'lns5.nic.tr.'}"
"('m.gtld-servers.net.', 'iqilu.com')","{'ns5.iqilu.com.', 'ns4.iqilu.com.'}"
"('d.root-servers.net', 'gy')","{'gy-ns.anycast.pch.net.', 'ns.cocca.fr.', 'sns-pb.isc.org.'}"
"('k.root-servers.net', 'vn')","{'a.dns-servers.vn.', 'b.dns-servers.vn.', 'd.dns-servers.vn.', 'f.dns-servers.vn.', 'e.dns-servers.vn.', 'g.dns-servers.vn.', 'c.dns-servers.vn.'}"
"('dns2.esa.int.', 'esa.int')","{'dns2.esa.int.', 'dns1.esa.int.', 'dns5.esa.int.', 'dns4.esa.int.', 'dns6.esa.int.', 'dns3.esa.int.'}"
"('c.root-servers.net', 'cl')","{'cl1.dnsnode.net.', 'c.nic.cl.', 'cl-ns.anycast.pch.net.', 'b.nic.cl.', 'a.nic.cl.', 'sns-pb.isc.org.'}"
"('m.root-servers.net', 'biz')","{'a.gtld.biz.', 'b.gtld.biz.', 'f.gtld.biz.', 'e.gtld.biz.', 'c.gtld.biz.', 'k.gtld.biz.'}"
"('c.gtld-servers.net.', 'adjust.com')","{'ns02.adjust.works.', 'dns1.p09.nsone.net.', 'dns2.p09.nsone.net.', 'ns01.adjust.works.'}"
"('sns-pb.isc.org.', 'hr')","{'pch.carnet.hr.', 'hr-ns-1.carnet.hr.', 'sns-pb.isc.org.'}"
"('b.root-servers.net', 'fo')","{'d.nic.fo.', 'b.nic.fo.', 'c.nic.fo.', 'a.nic.fo.'}"
"('l.root-servers.net', 'ie')","{'g.ns.ie.', 'b.ns.ie.', 'c.ns.ie.', 'a.ns.ie.', 'd.ns.ie.', 'f.ns.ie.', 'h.ns.ie.', 'e.ns.ie.'}"
"('root-e.pknic.pk.', 'pk')","{'root-s.pknic.pk.', 'root-c1.pknic.pk.', 'root-c2.pknic.PK.', 'root-c1.pknic.PK.', 'ns3.pknic.net.pk.', 'root-e.pknic.pk.', 'n1.pknic.net.pk.', 'root-c2.pknic.pk.', 'root-e.pknic.PK.', 'root-s.pknic.PK.'}"
"('b2.cctld.afilias-nst.org.', 'bz')","{'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('i.root-servers.net', 'football')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('ns1.nic.net.sa.', 'sa')","{'sa1.dnsnode.net.', 'ns1.isu.net.sa.', 'ns1.nic.net.sa.', 'ns2.nic.net.sa.', 's.nic.net.sa.', 'sa-ns.anycast.pch.net.', 's2.nic.net.sa.'}"
"('i.root-servers.net', 'report')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('j.root-servers.net', 'host')","{'d.nic.host.', 'c.nic.host.', 'a.nic.host.', 'b.nic.host.'}"
"('e.root-servers.net', 'ug')","{'root.eahd.or.ug.', 'ns-ug.afrinic.net.', 'ns.icann.org.', 'ug.cctld.authdns.ripe.net.', 'anycast.eahd.or.ug.'}"
"('ns92.nic.tr.', 'com.tr')","{'lns5.nic.tr.', 'lns35.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.', 'lns21.nic.tr.', 'lns92.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns34.nic.tr.', 'lns22.nic.tr.', 'lns61.nic.tr.'}"
"('m.gtld-servers.net.', 'icq.com')","{'ns1.mail.ru.', 'ns2.mail.ru.'}"
"('dns4.esa.int.', 'esa.int')","{'dns2.esa.int.', 'dns1.esa.int.', 'dns5.esa.int.', 'dns4.esa.int.', 'dns6.esa.int.', 'dns3.esa.int.'}"
"('b.root-servers.net', 'tv')","{'ac4.nstld.com.', 'ac1.nstld.com.', 'ac2.nstld.com.', 'ac3.nstld.com.'}"
"('a.lactld.org.', 'com.ec')","{'a.lactld.org.', 'n2.nic.ec.', 'n3.dns.ec.', 'sns-pb.isc.org.'}"
"('nsc.nic.uk.', 'gov.uk')","{'auth50.ns.de.uu.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'ns3.ja.net.', 'ns0.ja.net.', 'ns2.ja.net.', 'auth00.ns.de.uu.net.'}"
"('k.root-servers.net', 'bg')","{'ns.register.bg.', 'ns3.register.bg.', 'ns4.register.bg.', 'ns2.register.bg.', 'sns-pb.isc.org.', 'ns5.register.bg.'}"
"('j.root-servers.net', 'to')","{'colo.to.', 'singapore.tonic.to.', 'newyork.tonic.to.', 'frankfurt.tonic.to.', 'tonic.to.'}"
"('ns-cloud-d1.googledomains.com.', 'stackexchange.com')","{'ns-cloud-d1.googledomains.com.', 'ns-925.awsdns-51.net.', 'ns-1029.awsdns-00.org.', 'ns-cloud-d2.googledomains.com.'}"
"('dns2.nic.uk.', 'royal.uk')","{'dana.ns.cloudflare.com.', 'chuck.ns.cloudflare.com.'}"
"('k.root-servers.net', 'social')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.'}"
"('d.root-servers.net', 'xn--p1ai')","{'a.dns.ripn.net.', 'e.dns.ripn.net.', 'd.dns.ripn.net.', 'b.dns.ripn.net.', 'f.dns.ripn.net.'}"
"('b.nic.rs.', 'ac.rs')","{'ns.rcub.bg.ac.rs.', 'ns2.iif.hu.', 'gaea.rcub.bg.ac.rs.', 'ns.etf.bg.ac.rs.', 'ns.unic.kg.ac.rs.', 'ban.junis.ni.ac.rs.', 'odisej.telekom.rs.', 'ns1.uns.ac.rs.'}"
"('k.root-servers.net', 'eu')","{'z.dns.eu.', 'nl.dns.eu.', 'cz.dns.eu.', 'y.dns.eu.', 'x.dns.eu.', 'uk.dns.eu.', 'si.dns.eu.'}"
"('c.root-servers.net', 'tw')","{'f.dns.tw.', 'ns.twnic.net.', 'b.dns.tw.', 'anytld.apnic.net.', 'a.dns.tw.', 'g.dns.tw.', 'e.dns.tw.', 'i.dns.tw.', 'd.dns.tw.', 'h.dns.tw.', 'c.dns.tw.'}"
"('i.gtld-servers.net.', 'bfast.com')","{'ns1.mediaplex.com.', 'ns2.mediaplex.com.'}"
"('demand.delta.aridns.net.au.', 'zone')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('w.hkirc.net.hk.', 'com.hk')","{'w.hkirc.net.hk.', 'v.hkirc.net.hk.', 'z.hkirc.net.hk.', 'd.hkirc.net.hk.', 'y.hkirc.net.hk.', 't.hkirc.net.hk.', 'u.hkirc.net.hk.', 'c.hkirc.net.hk.', 'x.hkirc.net.hk.'}"
"('i.root-servers.net', 'am')","{'ns-pri.nic.am.', 'ns-cdn.amnic.net.', 'ns-pch.amnic.net.', 'fork.sth.dnsnode.net.', 'sns-pb.isc.org.'}"
"('i.dns.tw.', 'net.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'e.twnic.net.tw.', 'anytld.apnic.net.', 'i.dns.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'h.dns.tw.', 'f.twnic.net.tw.'}"
"('d0.org.afilias-nst.org.', 'wikipedia.org')","{'ns0.wikimedia.org.', 'ns2.wikimedia.org.', 'ns1.wikimedia.org.'}"
"('ns-a1.sh.', 'sh')","{'c0.nic.sh.', 'a2.nic.sh.', 'ns-a3.sh.', 'b0.nic.sh.', 'ns-a1.sh.', 'a0.nic.sh.'}"
"('ns2.wikimedia.org.', 'wikipedia.org')","{'ns0.wikimedia.org.', 'ns2.wikimedia.org.', 'ns1.wikimedia.org.'}"
"('d.root-servers.net', 'vu')","{'efate.vanuatu.com.vu.', 'ns1-cctld.vunic.vu.', 'santo.vanuatu.com.vu.', 'anytld.apnic.net.', 'ns2-cctld.vunic.vu.', 'fork.sth.dnsnode.net.', 'rip.psg.com.'}"
"('g.root-servers.net', 'fr')","{'d.nic.fr.', 'g.ext.nic.fr.', 'f.ext.nic.fr.', 'd.ext.nic.fr.', 'e.ext.nic.fr.'}"
"('ns.soufun.com.', 'fang.com')","{'ns1.soufun.com.', 'ns.soufun.com.', 'ns3.soufun.com.'}"
"('c.root-servers.net', 'site')","{'a.nic.site.', 'd.nic.site.', 'b.nic.site.', 'c.nic.site.'}"
"('con2.nipr.mil.', 'mil')","{'EUR1.NIPR.mil.', 'EUR2.NIPR.mil.', 'CON2.NIPR.mil.', 'CON1.NIPR.mil.', 'PAC1.NIPR.mil.', 'PAC2.NIPR.mil.'}"
"('ns3.nic.mx.', 'cr')","{'a.ns.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'p.nic.cr.', 'a.lactld.org.', 'ca1.nic.cr.', 'ns3.nic.mx.', 'de.nic.cr.'}"
"('fork.sth.dnsnode.net.', 'vu')","{'rip.psg.com.', 'ns1-cctld.vunic.vu.', 'anytld.apnic.net.', 'ns2-cctld.vunic.vu.'}"
"('a.dns.tw.', 'org.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'e.twnic.net.tw.', 'anytld.apnic.net.', 'i.dns.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'h.dns.tw.', 'f.twnic.net.tw.'}"
"('l.root-servers.net', 'py')","{'p.dns.py.', 'l.dns.py.', 'c.dns.py.', 'u.dns.py.', 'b.dns.py.', 'm.dns.py.'}"
"('m.root-servers.net', 'li')","{'c.nic.li.', 'a.nic.li.', 'f.nic.li.', 'b.nic.li.', 'h.nic.li.', 'e.nic.li.', 'g.nic.li.', 'd.nic.li.'}"
"('j.gtld-servers.net.', '1688.com')","{'nsp.alibabaonline.com.', 'nshz.alibabaonline.com.', 'ns8.alibabaonline.com.', 'nsp2.alibabaonline.com.'}"
"('c.root-servers.net', 'vc')","{'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('a.LACTLD.ORG.', 'com.gt')","{'ns.dns.br.', 'a.lactld.org.', 'sns-pb.isc.org.', 'pch.gt.', 'ns3.nic.mx.'}"
"('k.root-servers.net', 'am')","{'ns-pri.nic.am.', 'ns-cdn.amnic.net.', 'ns-pch.amnic.net.', 'fork.sth.dnsnode.net.', 'sns-pb.isc.org.'}"
"('m.root-servers.net', 'bd')","{'dns.bd.', 'surma.btcl.net.bd.', 'jamuna.btcl.net.bd.', 'bd-ns.anycast.pch.net.'}"
"('ns3.nic.fr.', 'com.es')","{'ns3.nic.mx.', 'g.nic.es.', 'n3ns.nic.es.', 'fnicdos.rediris.es.', 'sns-pb.isc.org.'}"
"('nl.dns.eu.', 'europa.eu')","{'ns1.be.colt.net.', 'ns2bru.europa.eu.', 'ns1.bt.net.', 'ns1lux.europa.eu.', 'ns2eu.bt.net.', 'ns1bru.europa.eu.', 'ns2lux.europa.eu.', 'ns3lux.europa.eu.', 'ns3bru.europa.eu.'}"
"('a.root-servers.net', 'us')","{'e.cctld.us.', 'k.cctld.us.', 'f.cctld.us.', 'a.cctld.us.', 'c.cctld.us.', 'b.cctld.us.'}"
"('z.iana-servers.net.', 'int')","{'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.', 'z.iana-servers.net.', 'ns0.ja.net.'}"
"('nsa.ns.il.', 'gov.il')","{'ilns.ilan.net.il.', 'lookup.iucc.ac.il.', 'nse.ns.il.', 'nsa.ns.il.', 'ns2.ns.il.', 'ns1.ns.il.', 'sns-pb.isc.org.', 'nsb.ns.il.', 'dns3.gov.il.', 'ns3.ns.il.'}"
"('k.root-servers.net', 'sg')","{'dsany3.sgnic.sg.', 'dsany.sgnic.sg.', 'dsany2.sgnic.sg.', 'ns2.cuhk.edu.hk.', 'ns4.apnic.net.', 'sg-ns.anycast.pch.net.'}"
"('a.root-servers.net', 'ua')","{'cd1.ns.ua.', 'pch.ns.ua.', 'he1.ns.ua.', 'ho1.ns.ua.', 'sns-pb.isc.org.'}"
"('c.root-servers.net', 'mu')","{'udns2.tld.mu.', 'anycast1.irondns.net.', 'udns1.tld.mu.', 'fork.sth.dnsnode.net.'}"
"('g.root-servers.net', 'google')","{'ns-tld4.charlestonroadregistry.com.', 'ns-tld3.charlestonroadregistry.com.', 'ns-tld1.charlestonroadregistry.com.', 'ns-tld2.charlestonroadregistry.com.', 'ns-tld5.charlestonroadregistry.com.'}"
"('h.root-servers.net', 'cern')","{'c0.nic.cern.', 'b0.nic.cern.', 'a0.nic.cern.', 'a2.nic.cern.'}"
"('estia.ics.forth.gr.', 'cy')","{'ns1.ucy.ac.cy.', 'cynic6.dns.cy.', 'estia.ics.forth.gr.', 'ns02.savvis.net.', 'ns2.ucy.ac.cy.', 'cy-ns.anycast.pch.net.', 'cynic.dns.cy.', 'cynic4.dns.cy.', 'ns4.apnic.net.'}"
"('c.root-servers.net', 'cy')","{'ns1.ucy.ac.cy.', 'cynic6.dns.cy.', 'estia.ics.forth.gr.', 'ns02.savvis.net.', 'ns2.ucy.ac.cy.', 'cy-ns.anycast.pch.net.', 'cynic.dns.cy.', 'cynic4.dns.cy.', 'ns4.apnic.net.'}"
